E_on,E_off,E_dt,Vds_pk_off,ov_pct_off,E_sw,E_tot,Vds_pk,ov_pct,t_set,E_osc,Vgs_spur,Vgs_spur_hs,Vgs_spur_ls,margin,false_on,case,corner,NPU_LS,NPD_LS,NPD_HS,DT,CLKEN,VNEG
5.929673705899845e-06,6.330345262194139e-07,6.498887678505772e-07,124.032859,24.032859000000002,6.56270823211926e-06,7.212596999969837e-06,124.032859,24.032859000000002,4.525605000000004e-08,61.5237743657813,0.5007004999999936,0.5007004999999936,0.154191127,1.1792995000000064,0,VTH_hi,100V_10A_25C,1,2,1,10n,1,0
7.382089788633e-06,6.502977911512617e-07,6.921607013251518e-07,123.438947,23.438947,8.032387579784261e-06,8.724548281109414e-06,123.438947,23.438947,5.0970830000000085e-08,57.81014955264606,-1.6241361999999988,-1.6241361999999988,-1.8309229,3.3041361999999985,0,VTH_hi,100V_10A_25C,1,2,1,10n,1,-2
5.718921165642792e-06,1.046237979627812e-06,7.043394442674853e-07,118.596488,18.596487999999994,6.7651591452706045e-06,7.46949858953809e-06,118.596488,18.596487999999994,4.364963000000014e-08,66.53396340613207,1.7430499000000026,1.7430499000000026,0.143280878,-0.06304990000000266,1,VTH_hi,100V_10A_25C,1,2,4,25n,0,0
7.018112090577035e-06,7.038440775103084e-07,1.4963538913446724e-06,120.471656,20.471655999999996,7.721956168087344e-06,9.218310059432016e-06,120.471656,20.471655999999996,3.086536000000012e-08,57.71245544604693,-0.5948834000000005,-0.5948834000000005,-1.88715007,2.2748834,0,VTH_hi,100V_10A_25C,1,2,4,25n,0,-2
5.974992123807909e-06,6.350365877178693e-07,6.711492829783085e-07,124.003251,24.003251000000006,6.610028711525779e-06,7.281177994504087e-06,124.003251,24.003251000000006,4.552489000000011e-08,62.11190593930212,0.4417051000000072,0.4417051000000072,0.0492534024,1.2382948999999928,0,VTH_hi,100V_10A_25C,1,2,4,25n,1,0
7.463886406684307e-06,6.527738455540633e-07,1.4692254816678436e-06,123.420815,23.420815,8.11666025223837e-06,9.585885733906213e-06,123.420815,23.420815,2.770699000000012e-08,57.50801365959349,-1.6649974000000007,-1.6649974000000007,-1.95039356,3.3449974000000005,0,VTH_hi,100V_10A_25C,1,2,4,25n,1,-2
5.7147975218209195e-06,1.046415384495792e-06,1.2204029696879024e-06,118.596488,18.596487999999994,6.761212906316711e-06,7.981615876004614e-06,118.596488,18.596487999999994,4.658334000000003e-08,65.97720044180762,1.7431342,1.7431342,0.083209229,-0.06313420000000014,1,VTH_hi,100V_10A_25C,1,2,4,35n,0,0
7.012596850056896e-06,7.061571467134195e-07,2.525389857244299e-06,120.471656,20.471655999999996,7.718753996770315e-06,1.0244143854014613e-05,120.471656,20.471655999999996,3.547396000000011e-08,57.242619049503624,-0.5945850000000092,-0.5945850000000092,-1.93681806,2.274585000000009,0,VTH_hi,100V_10A_25C,1,2,4,35n,0,-2
5.968780897600829e-06,6.365168548792422e-07,1.2543435284461453e-06,124.003251,24.003251000000006,6.605297752480072e-06,7.859641280926216e-06,124.003251,24.003251000000006,4.5705790000000084e-08,61.66429854988644,0.44091660000000843,0.44091660000000843,0.0285101149,1.2390833999999915,0,VTH_hi,100V_10A_25C,1,2,4,35n,1,0
7.459516696171455e-06,6.545219049219688e-07,2.4977124832094165e-06,123.420815,23.420815,8.114038601093424e-06,1.061175108430284e-05,123.420815,23.420815,3.570449999999995e-08,57.04011854516067,-1.6648260000000015,-1.6648260000000015,-1.97621066,3.344826000000001,0,VTH_hi,100V_10A_25C,1,2,4,35n,1,-2
5.8537766362801165e-06,3.6732319875137635e-06,9.270968937311992e-08,1.79631556,-98.20368444,9.52700862379388e-06,9.619718313167001e-06,143.257722,43.257722,5.2774120000000085e-08,77.55392989415863,4.45047051,0.9669889999999981,4.45047051,-2.77047051,1,VTH_hi,100V_10A_25C,1,2,8,5n,0,0
