NPU_LS,NPD_LS,NPD_HS,DT_ns,CLKEN,VNEG,E_on_uJ,E_off_uJ,E_dt_uJ,E_tot_uJ,ov_pct,margin_V,Vgs_spur_V
6,8,4,15,1,0,2.98001,0.636661,0.599479,4.21615,22.1335,0.599286,0.800714
6,8,4,15,1,-2,4.12717,0.611582,0.613092,5.35184,23.503,2.53887,-1.13887
6,8,4,25,0,0,2.94148,0.633087,0.626046,4.20061,22.5262,-0.593408,1.99341
6,8,4,25,0,-2,3.984,0.609372,1.52631,6.11968,23.9942,1.3578,0.0421971
6,8,4,25,1,0,2.96577,0.637058,0.594028,4.19685,22.1335,0.581548,0.818452
6,8,4,25,1,-2,4.14551,0.612517,1.49229,6.25032,23.503,2.5528,-1.1528
6,8,4,35,0,0,2.93977,0.631185,1.18991,4.76087,22.5262,-0.593195,1.99319
6,8,4,35,0,-2,3.98135,0.609667,2.49949,7.0905,23.9942,1.35697,0.0430274
6,8,4,35,1,0,2.96798,0.636271,1.1579,4.76215,22.1335,0.584194,0.815806
6,8,4,35,1,-2,4.14468,0.613673,2.46555,7.2239,23.503,2.55377,-1.15377
6,8,8,5,0,0,2.85316,0.636009,0.640831,4.13,21.5886,-0.179516,1.57952
6,8,8,5,0,-2,3.95572,0.610781,0.674808,5.24131,23.4369,1.73374,-0.333735
6,8,8,5,1,0,2.87507,0.636673,0.640471,4.15221,21.4295,0.595482,0.804518
6,8,8,5,1,-2,3.8564,0.611255,0.675307,5.14296,23.3361,2.50584,-1.10584
6,8,8,10,0,0,2.91336,0.634837,0.62505,4.17325,22.3946,-0.0580415,1.45804
6,8,8,10,0,-2,4.08891,0.609256,0.647929,5.3461,23.5965,1.8698,-0.469796
6,8,8,10,1,0,3.06229,0.636508,0.636566,4.33536,22.1108,0.775591,0.624409
6,8,8,10,1,-2,4.14104,0.609998,0.658878,5.40992,23.4843,2.66772,-1.26772
6,8,8,15,0,0,2.92084,0.634755,0.61954,4.17514,22.3946,-0.0691346,1.46913
6,8,8,15,0,-2,4.0898,0.609831,0.645179,5.34482,23.5965,1.89507,-0.495071
6,8,8,15,1,0,2.94397,0.637109,0.631905,4.21299,22.1108,0.652491,0.747509
6,8,8,15,1,-2,4.18505,0.611887,0.655645,5.45258,23.4843,2.68833,-1.28833
6,8,8,25,0,0,2.91912,0.634434,0.639205,4.19276,22.3946,-0.0646307,1.46463
6,8,8,25,0,-2,4.08682,0.609978,1.54574,6.24253,23.5965,1.89224,-0.492236
6,8,8,25,1,0,2.98459,0.637232,0.622322,4.24415,22.1108,0.696693,0.703307
6,8,8,25,1,-2,4.14557,0.612959,1.53135,6.28988,23.4843,2.66446,-1.26446
6,8,8,35,0,0,2.9174,0.633924,1.20314,4.75446,22.3946,-0.0625851,1.46259
6,8,8,35,0,-2,4.08505,0.610427,2.51889,7.21436,23.5965,1.88998,-0.489977
6,8,8,35,1,0,2.98745,0.635012,1.18664,4.8091,22.1108,0.704801,0.695199
6,8,8,35,1,-2,4.14659,0.614233,2.50447,7.2653,23.4843,2.66641,-1.26641
8,2,1,5,0,0,14.4264,4.8603,0.0139432,19.3006,42.2769,-4.51949,5.91949
8,2,1,5,0,-2,5.60143,0.715516,0.120829,6.43777,44.8556,-3.68772,5.08772
8,2,1,5,1,0,3.16777,0.907592,0.0195158,4.09488,62.2893,0.077924,1.32208
8,2,1,5,1,-2,4.02766,0.646266,0.157598,4.83152,35.7764,1.77329,-0.373295
8,2,1,10,0,0,7.28256,1.17271,0.579904,9.03518,18.0047,-3.35116,4.75116
8,2,1,10,0,-2,3.56823,0.706482,0.53816,4.81287,18.6822,-1.25309,2.65309
8,2,1,10,1,0,2.89809,0.629363,0.642706,4.17016,23.9682,0.465334,0.934666
8,2,1,10,1,-2,4.14528,0.63989,0.685649,5.47082,23.9908,2.47171,-1.07171
8,2,1,15,0,0,5.62563,1.1761,0.45446,7.25619,20.9691,-2.50067,3.90067
8,2,1,15,0,-2,3.88965,0.709263,0.355636,4.95455,20.9234,-1.01058,2.41058
8,2,1,15,1,0,2.74319,0.629585,0.647231,4.02001,23.9682,0.272731,1.12727
8,2,1,15,1,-2,3.97192,0.640495,0.666332,5.27875,23.9908,2.31174,-0.911738
8,2,1,25,0,0,5.51703,1.17671,0.412462,7.1062,20.9691,-2.34595,3.74595
8,2,1,25,0,-2,3.91219,0.710637,1.23271,5.85554,20.9234,-1.03077,2.43077
8,2,1,25,1,0,2.79446,0.631035,0.627653,4.05315,23.9682,0.340628,1.05937
8,2,1,25,1,-2,3.92542,0.641753,1.26101,5.82818,23.9908,2.29419,-0.894194
8,2,1,35,0,0,5.51417,1.17796,0.975525,7.66765,20.9691,-2.34582,3.74582
8,2,1,35,0,-2,3.9092,0.712584,2.20404,6.82582,20.9234,-1.03011,2.43011
8,2,1,35,1,0,2.79937,0.632822,1.0473,4.47949,23.9682,0.357566,1.04243
8,2,1,35,1,-2,3.92656,0.642998,2.23299,6.80255,23.9908,2.29919,-0.899195
8,2,4,5,0,0,2.88252,4.86216,0.0416766,7.78636,42.2767,-3.22918,4.62918
8,2,4,5,0,-2,4.0795,0.716074,0.199609,4.99518,45.2665,-0.161651,1.56165
8,2,4,5,1,0,2.95728,0.907721,0.0432767,3.90827,62.2972,0.376146,1.02385
8,2,4,5,1,-2,4.0413,0.64631,0.228137,4.91575,35.809,2.45877,-1.05877
8,2,4,10,0,0,2.78558,1.17235,0.719704,4.67764,18.0024,-0.837824,2.23782
8,2,4,10,0,-2,3.77531,0.707315,0.788178,5.27081,17.7752,1.01659,0.383412
8,2,4,10,1,0,2.76578,0.629396,0.678936,4.07412,23.9434,0.43609,0.96391
8,2,4,10,1,-2,3.93269,0.639863,0.772963,5.34551,23.9713,2.41591,-1.01591
8,2,4,15,0,0,2.79036,1.17434,0.718233,4.68294,18.8672,-0.837222,2.23722
8,2,4,15,0,-2,3.80164,0.708528,0.748991,5.25916,19.2484,1.04318,0.356821
8,2,4,15,1,0,2.81237,0.629895,0.681651,4.12392,23.9434,0.496792,0.903208
8,2,4,15,1,-2,3.91292,0.640376,0.754498,5.3078,23.9713,2.40976,-1.00976
8,2,4,25,0,0,2.78859,1.17471,0.705768,4.66907,18.8672,-0.836442,2.23644
8,2,4,25,0,-2,3.79761,0.709796,1.36383,5.87124,19.2484,1.04326,0.356744
8,2,4,25,1,0,2.80185,0.632264,0.662834,4.09694,23.9434,0.480984,0.919016
8,2,4,25,1,-2,3.93185,0.641803,1.34572,5.91937,23.9713,2.42442,-1.02442
8,2,4,35,0,0,2.78692,1.1753,1.02977,4.99199,18.8672,-0.836243,2.23624
8,2,4,35,0,-2,3.79506,0.711301,2.33623,6.84259,19.2484,1.04267,0.357333
8,2,4,35,1,0,2.80519,0.634864,1.07681,4.51686,23.9434,0.484259,0.915741
8,2,4,35,1,-2,3.93176,0.643049,2.31766,6.89247,23.9713,2.42565,-1.02565
8,2,8,5,0,0,2.69836,4.86099,0.0792737,7.63862,42.2793,-3.22651,4.62651
8,2,8,5,0,-2,3.7697,0.716444,0.24564,4.73179,45.5322,-0.171414,1.57141
8,2,8,5,1,0,2.69801,0.907839,0.079492,3.68534,62.3047,0.376164,1.02384
8,2,8,5,1,-2,3.63361,0.646359,0.273982,4.55395,35.8409,2.38583,-0.985833
8,2,8,10,0,0,2.75912,1.1722,0.754075,4.68539,18.0019,-0.237574,1.63757
8,2,8,10,0,-2,3.88877,0.707713,0.827223,5.4237,17.7127,1.64129,-0.24129
8,2,8,10,1,0,2.89765,0.629421,0.711786,4.23886,23.918,0.68944,0.71056
8,2,8,10,1,-2,3.90969,0.639826,0.815864,5.36538,23.9512,2.55154,-1.15154
8,2,8,15,0,0,2.76614,1.17428,0.776546,4.71696,18.794,-0.250141,1.65014
8,2,8,15,0,-2,3.88768,0.708391,0.808209,5.40429,18.3552,1.66262,-0.262616
8,2,8,15,1,0,2.78611,0.630248,0.714618,4.13098,23.918,0.569457,0.830543
8,2,8,15,1,-2,3.96601,0.640257,0.796209,5.40248,23.9512,2.57597,-1.17597
8,2,8,25,0,0,2.76463,1.1738,0.760581,4.69901,18.794,-0.245898,1.6459
8,2,8,25,0,-2,3.88476,0.709273,1.38329,5.97732,18.3552,1.65995,-0.259945
8,2,8,25,1,0,2.82457,0.634121,0.697189,4.15588,23.918,0.612751,0.787249
8,2,8,25,1,-2,3.93585,0.641989,1.3842,5.96204,23.9512,2.55381,-1.15381
8,2,8,35,0,0,2.76308,1.17365,1.0434,4.98013,18.794,-0.244281,1.64428
8,2,8,35,0,-2,3.8831,0.710468,2.35559,6.94916,18.3552,1.6587,-0.258702
8,2,8,35,1,0,2.82496,0.637498,1.10442,4.56688,23.918,0.618586,0.781414
8,2,8,35,1,-2,3.93639,0.643219,2.35638,6.936,23.9512,2.55565,-1.15565
8,8,1,5,0,0,14.4247,0.636275,0.574267,15.6353,21.6281,-4.51937,5.91937
8,8,1,5,0,-2,5.60055,0.610877,0.546569,6.758,23.6324,-3.68767,5.08767
8,8,1,5,1,0,3.16742,0.636679,0.580349,4.38445,21.4439,0.078983,1.32102
8,8,1,5,1,-2,4.02656,0.611277,0.558867,5.19671,23.368,1.77329,-0.373294
8,8,1,10,0,0,7.27314,0.634002,0.350691,8.25783,23.5211,-3.34997,4.74997
8,8,1,10,0,-2,3.56708,0.608097,0.286844,4.46202,25.9005,-1.25299,2.65299
8,8,1,10,1,0,2.89718,0.636088,0.568279,4.10154,22.1557,0.465039,0.934961
8,8,1,10,1,-2,4.14433,0.609887,0.527568,5.28179,23.5211,2.47147,-1.07147
8,8,1,15,0,0,5.62302,0.633754,0.203245,6.46001,23.5211,-2.50133,3.90133
8,8,1,15,0,-2,3.88864,0.609199,0.42062,4.91846,25.9005,-1.01049,2.41049
8,8,1,15,1,0,2.74283,0.636294,0.565781,3.9449,22.1557,0.273112,1.12689
8,8,1,15,1,-2,3.97122,0.611338,0.524304,5.10686,23.5211,2.31184,-0.91184
8,8,1,25,0,0,5.51457,0.632097,0.574562,6.72123,23.5211,-2.34588,3.74588
8,8,1,25,0,-2,3.91133,0.609017,1.39629,5.91664,25.9005,-1.03065,2.43065
8,8,1,25,1,0,2.79411,0.636977,0.563494,3.99458,22.1557,0.340877,1.05912
8,8,1,25,1,-2,3.92467,0.612122,1.40727,5.94407,23.5211,2.29423,-0.894226
8,8,1,35,0,0,5.51172,0.630206,1.13834,7.28027,23.5211,-2.34576,3.74576
8,8,1,35,0,-2,3.90835,0.609531,2.36935,6.88723,25.9005,-1.02998,2.42998
8,8,1,35,1,0,2.79891,0.636534,1.12767,4.56312,22.1557,0.357752,1.04225
8,8,1,35,1,-2,3.92578,0.613145,2.38069,6.91962,23.5211,2.29921,-0.899205
8,8,4,5,0,0,2.88141,0.636033,0.602963,4.1204,21.6223,-0.695497,2.0955
8,8,4,5,0,-2,4.07919,0.610741,0.628559,5.31849,23.5048,1.33933,0.0606678
8,8,4,5,1,0,2.95495,0.636677,0.604246,4.19588,21.4368,0.590647,0.809353
8,8,4,5,1,-2,4.04066,0.611273,0.629431,5.28136,23.3523,2.45888,-1.05888
8,8,4,10,0,0,2.78411,0.634811,0.565649,3.98457,22.5262,-0.838003,2.238
8,8,4,10,0,-2,3.77364,0.609268,0.59075,4.97366,23.9942,1.01554,0.384462
8,8,4,10,1,0,2.76518,0.636287,0.604201,4.00567,22.1335,0.436109,0.963891
8,8,4,10,1,-2,3.93139,0.609941,0.615595,5.15693,23.503,2.4156,-1.0156
8,8,4,15,0,0,2.78908,0.634259,0.563751,3.98709,22.5262,-0.837167,2.23717
8,8,4,15,0,-2,3.80111,0.609578,0.590057,5.00075,23.9942,1.044,0.355998
8,8,4,15,1,0,2.81151,0.636661,0.599479,4.04765,22.1335,0.496734,0.903266
8,8,4,15,1,-2,3.91212,0.611595,0.613092,5.13681,23.503,2.40979,-1.00979
8,8,4,25,0,0,2.78739,0.633086,0.626048,4.04652,22.5262,-0.836351,2.23635
8,8,4,25,0,-2,3.79704,0.609385,1.52631,5.93274,23.9942,1.0435,0.356497
8,8,4,25,1,0,2.80112,0.637058,0.59403,4.03221,22.1335,0.480961,0.919039
8,8,4,25,1,-2,3.93103,0.61253,1.49229,6.03585,23.503,2.42439,-1.02439
8,8,4,35,0,0,2.78571,0.631184,1.18992,4.60681,22.5262,-0.836167,2.23617
8,8,4,35,0,-2,3.79442,0.60968,2.49949,6.90359,23.9942,1.04277,0.357232
8,8,4,35,1,0,2.8045,0.63627,1.1579,4.59867,22.1335,0.484247,0.915753
8,8,4,35,1,-2,3.93095,0.613686,2.46555,7.01019,23.503,2.42563,-1.02563
8,8,8,5,0,0,2.69777,0.636009,0.640831,3.97461,21.5886,-0.362894,1.76289
8,8,8,5,0,-2,3.76844,0.610794,0.675503,5.05474,23.4369,1.50434,-0.104345
8,8,8,5,1,0,2.69833,0.636673,0.640472,3.97548,21.4295,0.503043,0.896957
8,8,8,5,1,-2,3.63294,0.611268,0.675306,4.91952,23.3361,2.38594,-0.985938
8,8,8,10,0,0,2.75673,0.634838,0.62505,4.01662,22.3946,-0.239037,1.63904
8,8,8,10,0,-2,3.88745,0.609269,0.647929,5.14465,23.5965,1.64096,-0.24096
8,8,8,10,1,0,2.89673,0.636508,0.636566,4.1698,22.1108,0.689297,0.710703
8,8,8,10,1,-2,3.90952,0.610011,0.658878,5.1784,23.4843,2.5517,-1.1517
8,8,8,15,0,0,2.76554,0.634755,0.619649,4.01994,22.3946,-0.24876,1.64876
8,8,8,15,0,-2,3.88339,0.609845,0.645179,5.13841,23.5965,1.66227,-0.262272
8,8,8,15,1,0,2.78568,0.637108,0.632038,4.05483,22.1108,0.569614,0.830386
8,8,8,15,1,-2,3.96508,0.6119,0.655644,5.23262,23.4843,2.57588,-1.17588
8,8,8,25,0,0,2.76382,0.634433,0.639207,4.03746,22.3946,-0.245364,1.64536
8,8,8,25,0,-2,3.88374,0.609991,1.54574,6.03947,23.5965,1.66072,-0.260724
8,8,8,25,1,0,2.82404,0.637231,0.622324,4.0836,22.1108,0.612872,0.787128
8,8,8,25,1,-2,3.93498,0.612972,1.53135,6.0793,23.4843,2.55376,-1.15376
8,8,8,35,0,0,2.76198,0.633924,1.20314,4.59904,22.3946,-0.244028,1.64403
8,8,8,35,0,-2,3.88235,0.61044,2.51889,7.01168,23.5965,1.65853,-0.258527
8,8,8,35,1,0,2.82434,0.635011,1.18664,4.64599,22.1108,0.618666,0.781334
8,8,8,35,1,-2,3.9356,0.614246,2.50448,7.05432,23.4843,2.55562,-1.15562
